,clustering,closeness,betweenness,average_shortest_path_lenght,eigenvector,assortativity,information_centrality,approximate_current_flow_betweenness_centrality,shannon_entropy,degree_variance
barabasi_linear_15.edgelist,0.0314409630214473,0.3352977678694545,999.2639999999998,2.997528,0.078166754969321,-0.0235091694007142,0.0034256879214067,0.0051253720081874,3.63134175650303,31.175578048637156
barabasi_linear_24.edgelist,0.0337637573320621,0.3362064957708174,995.7339999999998,2.990468,0.0679949273389868,-0.038005437225055,0.0034186769647297,0.0050064492841601,3.616936012085704,38.68139087468288
barabasi_linear_38.edgelist,0.033356922285126,0.334563371280425,1003.014,3.005028,0.0868475850462642,-0.0264515060875872,0.0034262675773069,0.0049342765569101,3.635757764259024,31.464265445104548
barabasi_linear_34.edgelist,0.0331237885132313,0.3346570587591503,1002.559,3.004118,0.0788337119800847,-0.0282940806209019,0.003428144397463,0.0048560735816294,3.623263608634165,33.19638534539566
barabasi_linear_86.edgelist,0.030822601024095,0.3330051153499698,1009.611,3.018222,0.0853143403175627,-0.0311581341719961,0.0034281925500414,0.0049842746509913,3.6442678719970063,29.73213749463701
barabasi_linear_30.edgelist,0.030938501245995,0.3331235567861015,1009.355,3.01771,0.0789015043877298,-0.0183598235338497,0.0034364905790099,0.004992091308289,3.651396887703534,32.33032632065442
barabasi_linear_58.edgelist,0.0338613668152099,0.333930815974673,1005.8239999999998,3.010648,0.0840907656560463,-0.0194661702879382,0.003429769271731,0.004867565805868,3.649213749398635,34.351128074635334
barabasi_linear_84.edgelist,0.0327074500302846,0.3371836690732575,991.2389999999998,2.981478,0.0759126055270261,-0.0397688418116208,0.0034148734602798,0.005041803808149,3.626458663672101,36.94928957368463
barabasi_linear_98.edgelist,0.0318015372942302,0.3342746425045612,1003.719,3.006438,0.0913203713933447,-0.0352920291651783,0.003423521672369,0.0048983977321422,3.628208933429172,26.556543449779003
barabasi_linear_56.edgelist,0.0320963541666666,0.3341811364489797,1004.636,3.008272,0.0865834237830625,-0.0264923761335786,0.0034279481666043,0.0050366215000674,3.6406610711263454,29.73213749463701
barabasi_linear_59.edgelist,0.0297750108973857,0.3337618403022603,1005.889,3.010778,0.0907320308327043,-0.0253345889236612,0.0034256445775163,0.0049683362003191,3.643517956762808,26.556543449779003
barabasi_linear_29.edgelist,0.0291648557769288,0.3325983286651245,1011.2330000000004,3.021466,0.0729116973179908,-0.0124148994242024,0.0034368625799053,0.0048919986030658,3.65701313155498,31.175578048637156
barabasi_linear_32.edgelist,0.0299454342252317,0.3348799365484563,1000.729,3.000458,0.0859120799557208,-0.0361498393929494,0.0034152029905978,0.0049236976443652,3.620884702477127,28.28869031963127
barabasi_linear_13.edgelist,0.0318484467440374,0.3374045302010552,989.987,2.978974,0.0761051325202501,-0.0462209943689518,0.003414503091845,0.0049097840202855,3.6174316588644966,36.08323710533743
barabasi_linear_74.edgelist,0.0309247026254487,0.3326330078876321,1011.368,3.021736,0.0933933939830492,-0.0163757358232341,0.0034316727618271,0.0049762470847372,3.652299645722024,27.13392710243027
barabasi_linear_51.edgelist,0.0328836424957841,0.3326744693735416,1011.554,3.022108,0.074271572232327,-0.0052388471181068,0.0034379530998938,0.0049031292916654,3.652880135370456,31.752952618614856
barabasi_linear_88.edgelist,0.0294312206388536,0.3331229335698893,1008.923,3.016846,0.094991204321535,-0.0305273956744742,0.0034368423267613,0.0049972632961618,3.6438179230892622,28.28869031963127
barabasi_linear_89.edgelist,0.0294776993341586,0.3332946127685264,1008.169,3.015338,0.0855955638950656,-0.0258929000042471,0.0034311394386748,0.0050153904313955,3.650458075969746,31.752952618614856
barabasi_linear_93.edgelist,0.0324713788758333,0.3353651153069571,998.901,2.996802,0.0832308471788891,-0.0283529294140305,0.0034176934210455,0.0049067275061266,3.620929497588396,32.33032632065442
barabasi_linear_87.edgelist,0.0323287727096629,0.3378853716583711,987.8419999999998,2.974684,0.0828051080081185,-0.0462562674241191,0.0034078680635234,0.004962383520374,3.614544968954574,33.48507130050644
barabasi_linear_35.edgelist,0.0323616028589391,0.3330817209524442,1009.6349999999998,3.01827,0.077595994044856,-0.0181420627741981,0.0034441438692151,0.0050831639627252,3.647408263076108,30.886890422961
barabasi_linear_43.edgelist,0.0323152665954423,0.3339704518573675,1005.0689999999996,3.009138,0.0782335891750847,-0.0196624843103381,0.0034295938547916,0.0050548641349539,3.646277139287785,32.33032632065442
barabasi_linear_9.edgelist,0.0309469257085465,0.33635554911484,994.715,2.98843,0.0815270472025268,-0.0407813055507592,0.0034342497530547,0.0049931382019966,3.633848168821138,34.0624426605022
barabasi_linear_70.edgelist,0.0342427525526117,0.3328916133767741,1010.907,3.020814,0.0799173812459233,-0.0110613512563471,0.0034457689276131,0.0049646370755082,3.661033920812117,32.041639575194445
barabasi_linear_55.edgelist,0.0335486388515213,0.3364240119316639,994.7289999999998,2.988458,0.0799074669268427,-0.0403877864600485,0.0034097209749602,0.005118044324836,3.617508875284575,34.0624426605022
barabasi_linear_94.edgelist,0.0315248696193663,0.3329486945593819,1010.1849999999998,3.01937,0.0700160624809036,-0.0055878068350287,0.003426635523043,0.004990739519716,3.652091926599504,32.90769920044041
